,lambda,alpha,alpha_prime,beta,beta_prime
180,0.0002894157274387765,0.2287603565164356,0.012047622008284851,0.8390968079362819,0.01718641661436374
181,0.0020017458917750155,0.19505532106412132,0.010521018115008555,1.0521948327600439,0.014372373900830357
182,0.0056135118921436505,0.09342977121294314,0.01255733596444532,0.5976672140625743,0.020484064525847674
183,0.01094069359100833,0.13182212517325462,0.024629428915119243,0.7064025663222937,0.03820345888353524
184,0.002272330906488496,0.16486203651510983,0.011335823052932554,1.0217013054076267,0.015033611974076856
185,0.01391857776442402,0.09302184457829042,0.020446042586136547,0.4206277885226486,0.038783726747493655
186,0.0063896635387888315,0.12600186160784693,0.017707902309167876,0.5842259320120199,0.02605620074883972
187,0.004764251842677777,0.16283554144070841,0.016046624317691868,1.08945181002127,0.0230252994199016
188,0.005088463455000065,0.18728662133188662,0.010151529441081136,0.8600313373880113,0.022697345959859068
189,0.00554281660935276,0.13856179700235371,0.020682259284342024,1.142195876817032,0.02833561435207952
190,0.013435184273071886,0.11750860160921185,0.014648866182442979,0.6097921960446633,0.033684928083871093
191,0.004709130761454215,0.30247423998467443,0.06649992584913354,1.1134628812488443,0.09418583095271467
192,0.0008539979981716706,0.2601171824635469,0.011926363763422513,1.0542869998508653,0.01621718483993516
193,0.0027626897412812855,0.3029716207677034,0.007119771204874139,1.236685658302723,0.011390137819044003
194,0.0015091597905997692,0.2467256996481035,0.006546394140263234,0.9800430388220351,0.011582903098681258
195,0.005301661288717169,0.2284890271630609,0.01444148030385819,1.1689223278765772,0.02247020906036909
196,0.004431964386195649,0.18092323216176423,0.010431398196460929,0.9250374951435776,0.01737807856103471
197,0.010014720612001374,0.23060687768090418,0.01278511932066841,1.0474455727948992,0.04520829653105339
199,0.002303977302824315,0.27459879648348573,0.019097003085396885,1.145658280403056,0.02671939447733661
200,0.012166093801049585,0.16176903811983656,0.017498249359293904,1.0480325787412665,0.03362595849889172
201,0.006987969114655261,0.13031451753713044,0.014692281301172654,0.6751795903155362,0.02350935040354215
202,0.01645406742598646,0.13323092895478642,0.01896763378165583,0.5805751535244491,0.04110693370265292
203,0.0023860798997003565,0.09982863748618666,0.013109872706376919,0.8402331352556558,0.016645901985619597
204,0.0067771341690268235,0.17693506402334866,0.018240730278821563,1.3001499934324172,0.047390651791995204
206,0.008808107325215449,0.17404309677586693,0.01604250154364512,1.0512827504256226,0.024751273272879886
207,0.0017455200356526342,0.24648116902691966,0.008578182225852733,1.1271858852654244,0.012793831890747375
208,0.007027720872231254,0.131502284523038,0.008926224820339713,0.8485257725839862,0.028779814281897582
209,0.006808929147413504,0.1068408322634661,0.009035399303596548,0.9696959477318388,0.017683405125801965
210,0.0004283064590141199,0.1269764419889936,0.009085711708202,0.4418478231762681,0.0135705688883013
211,0.001970296511712207,0.02029730716585009,0.034311211321568454,0.03384768235663574,0.10966457876336524
212,0.0010674347120261751,0.11778044601837286,0.011631775228625919,1.0845696747585505,0.01241230296196634
213,0.0062182246449984,0.3443919803639711,0.07342959841773676,1.1662093018830837,0.11082767774794886
214,0.008254919123267566,0.11204216627746126,0.010242774163821253,0.40512756356941,0.02134430103554369
215,0.0011233495497223777,0.01672513237021652,0.009154578281800583,0.026351367395934553,0.02826135808147648
216,0.009626200964955766,0.11705995499491868,0.016442817262965644,0.8286061445275207,0.027610082993834502
217,0.0039000233462844042,0.13519091779882864,0.02058870284968591,0.6746678860376835,0.028161877549258765
218,8.154447643879426e-05,0.030160807085710378,0.006844926140934508,0.0685244868039026,0.012469665399157219
219,0.006592522789776386,0.018605601700027743,0.016092311984467637,0.02898435666961495,0.07360378391798898
220,0.004936989489084967,0.10416039677405337,0.012353489525676768,0.7296788877162939,0.01784250251513113
221,0.004105932264469321,0.1487752112087864,0.0113374065383357,0.7785382823549627,0.018361931005385874
222,0.004375185746270163,0.3169803959220589,0.03655283376867275,0.7037838660165261,0.0717440783020587
223,0.018104829117331092,0.12929208739954523,0.014793084130679623,0.5856419843485821,0.043052394199091605
224,0.012790722411697082,0.18798830981303513,0.03472972109951253,0.9864547847408092,0.05678761580677126
225,0.004410077804166017,0.11431456724573001,0.018252572221008075,0.748025200593466,0.021859267347471806
226,0.0008137517273129056,0.25887773372404466,0.005442811217219136,0.6889150113832245,0.009252946828192445
227,0.009529437466143943,0.17269065670270334,0.01082741052652813,1.0887231591513549,0.028214503633522126
228,0.000517369401632008,0.04696471780006754,0.0019277556898123728,0.06929138738348202,0.007652069151307943
229,0.004473851362432304,0.31262609203956526,0.015213721231218716,0.948637064348422,0.02543699949411663
230,0.005624880430388487,0.3491092923239375,0.008679549597496759,1.3634476149075412,0.018534803319102754
231,0.002806793722979634,0.2065760969120911,0.013558215090475544,1.2633555851635305,0.01894805853638431
232,0.0008889435560666623,0.15854175010546048,0.0037884884470385416,1.1471479229651036,0.0047330741516219774
233,0.0028541851396418636,0.38559583251557816,0.010862733626962374,1.0042572768141549,0.019570344044587115
234,0.009203600818882055,0.13530498556873466,0.017649420793962846,0.7734040003415932,0.030233575120200834
235,0.007788709147486247,0.202605125763287,0.014274103759058361,1.1472034961704292,0.026240593278259998
236,0.00301995472580805,0.175017918402285,0.008564908956655487,0.9868033890568063,0.012337422191565467
237,0.012442306616172048,0.16130202820220182,0.022844381806270835,0.711669248893537,0.06239231314587472
238,0.009159995671352231,0.18338170349885533,0.01760886230584925,1.0935428460056027,0.04173775569892977
239,0.0028056584924944705,0.15365408207366682,0.017754745317545763,1.0166871383902853,0.02202397904486506
240,0.0016710219948970321,0.11166843615999542,0.005150241690314483,0.697589964269037,0.008314867143754685
242,0.0011347570968057198,0.12339595407964188,0.011423997428018064,0.8170202678501073,0.013998082580747577
243,0.008964141872656574,0.026378607270121035,0.012196135652860355,0.04699325044364039,0.0518129320215281
244,0.0022117120531315996,0.218724002784572,0.010104252751225402,0.9324068462648323,0.014346737119325433
245,0.007509082850057518,0.1883694292024948,0.046544805647245745,1.1976183732956425,0.09623505179453298
246,0.004272957670038834,0.012195832389119851,0.058978015751889615,0.021449440948582674,0.20903009258136873
247,0.006441844506121573,0.25994215995290576,0.016528948718032493,1.0041837049047864,0.028967668146715482
248,0.0034365014469346423,0.36159160793697,0.05182786578047936,1.1631318066535026,0.07805069264023742
249,0.007537218658490768,0.22049809937715856,0.008011610255877578,1.0111195279672331,0.015608504681686501
250,0.000914367447816673,0.1703857651075711,0.01211271268582483,1.0211886542988722,0.015369012869751987
251,0.0014263451651813342,0.17216803627928895,0.012002291256982564,0.8050975809242484,0.016359295442519912
252,0.008715562099061148,0.4106597882587783,0.01191678301666907,1.0287559430129776,0.025399223273260697
253,0.007143108691230572,0.023205764606565035,0.015564235989304514,0.037427306990977155,0.07037682830538804
254,0.006015487562765165,0.024278597302744072,0.016104016524756824,0.061622067341733554,0.0369146276864237
255,0.006190897012719498,0.022712714394336978,0.01967187203473878,0.035286292759765296,0.10704853858502841
256,0.0005682288126645245,0.21577015037253067,0.003809306609852331,1.036867014775277,0.005338354105555523
257,0.002840284898214754,0.2778191585272437,0.01269034147167042,1.2832903743041038,0.018648101473822554
258,0.001293610159814567,0.24461311378572695,0.014827825290152082,0.9940601311450884,0.02234230863578045
259,0.004453196105525138,0.13177980976459272,0.01440391304441096,1.024274131955576,0.019140471219374393
260,0.0010670094269275262,0.2442616718291134,0.0076056174048892,0.9068102838917872,0.01089841013740623
261,0.0044165001326876875,0.022141189975913654,0.020173736282137266,0.05933331963851617,0.051295910682806485
262,0.011151381055281774,0.18820394727768208,0.017584585692602364,1.1429948110071033,0.06214063260381088
264,0.005199142232277622,0.15082631791306658,0.010735914852004504,0.9906401467757431,0.015974906331076164
265,0.008767683964724663,0.12482256582057694,0.01548319190298721,0.7352343507732716,0.030656081408188582
266,0.00363509650350899,0.2889482671839528,0.022007741523544243,1.2582840538863367,0.03368816984425587
267,0.0057926455736282126,0.013828546321425864,0.017801511627515292,0.02529164771038473,0.0664656749077604
268,0.005238636251994063,0.15496233962929068,0.010574029940218214,0.7137065871318506,0.017456198417612645
269,0.005074397974183742,0.014187747702326586,0.013636817149107262,0.022968417641922402,0.06250513152556536
270,0.007339048717124991,0.15217997135954567,0.018881532189123473,0.8592432056154191,0.02688867949250396
271,0.005234413513214441,0.32358032404339465,0.025990927633122232,1.0591702086169847,0.04639883132817029
272,0.008904517040372194,0.18629306600619241,0.012270740268488537,0.9210417752139946,0.020339639799558613
273,0.006149915244302986,0.3444592343494212,0.007676979274755379,0.9354704362840807,0.017999468580676338
274,0.008379134288896393,0.1693111703596786,0.024012430706424715,1.1382740610946107,0.040224140516864904
275,0.0018650898701516798,0.12045451422497816,0.010911285292474976,0.7103682676450618,0.014678202603415964
276,0.0014782326997101016,0.39676421159398995,0.009207065421385753,1.2096802825595152,0.015305784709541498
277,0.0039367515829134055,0.18432060777702602,0.012792806573445777,1.0938001480063142,0.017440722754693862
278,0.012233261905765689,0.27927647226842367,0.016686954267284913,0.9553153521790259,0.029517592475218936
279,0.005063234313868817,0.17615383692648373,0.012527420015577141,0.8861535259923199,0.02043435090337037
280,0.0006464680416348788,0.16662449566436008,0.015695071028214134,1.2293993853259462,0.018474406914525215
281,0.0029886501973259644,0.01457451160150709,0.010634241789062093,0.026440122740222366,0.034067307008811415
282,0.005489979558532836,0.138286491991432,0.017063890317339236,0.944296550731891,0.02219969063209455
283,0.0051293888660557925,0.23758922641809274,0.03457154386559587,1.26808003213802,0.26305866004408146
284,0.008421283781004917,0.20434625854743652,0.011748978959636213,1.2570441069156215,0.02355031457389844
286,0.011276639158990177,0.0812148352156167,0.017395632438074852,0.33788604310432047,0.06441091800863841
287,0.004553343658438528,0.19099892777148092,0.05444015005718372,1.1656040521969406,0.21646212972204282
288,0.009113338703791354,0.1700438771361058,0.012398963913105318,0.8479235178341031,0.021832219807393274
289,1.0025603859901123e-14,0.14255793608484008,0.005002068693925312,0.7026520772200924,0.0063683936822928906
290,0.004840240965412785,0.1581435895308803,0.017892233682251395,0.8549168231591657,0.02415691325842393
291,0.005885236062942711,0.013801992866924004,0.0977568199943029,0.03218737648599389,0.242823825523383
292,0.001611862813022085,0.21479520279867795,0.011864645681154534,0.9520280692952398,0.01667860273205375
293,0.007878994938453805,0.08092281973297621,0.010123056674005645,0.3534350719937742,0.03633453711207552
294,0.00842981354455309,0.01791335377855161,0.014625810349780227,0.03308321349498107,0.05245106078403002
295,0.010259054363431793,0.14424791094107212,0.008619523453035656,0.8288098064854802,0.026510258531417044
296,0.009716733476030939,0.11845413961452227,0.014361601097656898,0.7793006073720956,0.027982993892650906
297,0.00462028383830143,0.24627576588754227,0.008856996436557914,1.122376399184118,0.02060305160020301
298,0.010281608852337476,0.028331764453745797,0.012955414063501145,0.04914407358611336,0.0465611339867207
299,0.006321706970399155,0.1112364719811652,0.011195730353246567,0.8847339561678876,0.02266254731578261
300,0.00225118178663645,0.31622581721280174,0.04683080832490651,1.2568394823423858,0.06412813819722551
301,0.0006775124833601757,0.2259730246416985,0.011660045237088794,0.7378435372952867,0.017500197016588913
302,0.007687462256079991,0.2040923291555937,0.011311191774297229,1.0113420663935806,0.019873497164299696
303,0.0025816995111292607,0.3152298867697241,0.04906850610664945,1.1623481810169873,0.06941689232323192
306,0.001203163417604072,0.14922391657751735,0.008067818679751634,1.0714078778972655,0.010144697764800134
307,0.0038355034081078696,0.19100868730597434,0.05079999318753775,0.8734314486189304,0.06745571220510409
308,0.016710221452888252,0.09709982618709638,0.013223821529590054,0.5195788353719734,0.0491883668946673
309,0.003790401564910295,0.42395415165650535,0.010384819698647529,1.1571637237319714,0.019770215200472493
