,0,1,2,3,4,5,6
91,0.00445945775733106,0.0002644074041109215,3.517931514360754e-15,0.0002644074041109215,1.0740226632356155e-11,8.322974961604822e-12,1.0740252779470349e-11
92,8.59902056988614e-15,2.7157389769386907e-13,8.10781394810193e-16,2.715765044793524e-13,0.007709437659840796,2.100412688990221e-14,0.007709437659858342
93,0.0075160205242344935,2.8382654244074636e-12,9.039590113367428e-18,3.3504245852508967e-12,0.00024004798556911792,1.5359568534585893e-17,0.00024004798556911792
94,0.006587597847562692,1.4359723367880518e-11,3.74406314895769e-17,1.452838008366955e-11,0.0002844387615421513,2.731969157624875e-15,0.0002844387615421513
95,7.459355431985899e-15,0.010598703540197459,2.2657734919227007e-14,0.01059870354019746,2.648602391201242e-13,8.393246253395754e-16,2.820470061392007e-13
96,8.665665775490237e-15,0.00048788585292481364,2.830048780623438e-14,0.0004878858529248285,1.6393105784694055e-13,1.806059941739609e-15,1.782803707439947e-13
97,8.358785898322471e-15,2.8152103693449027e-13,8.108366305551476e-16,2.9853374572770946e-13,0.009980012943760412,2.223468710466288e-14,0.009980012943760413
98,0.0047336551602540225,3.0394221792834145e-19,8.2009223483458e-20,1.441276247834913e-18,0.017608542496333444,2.2947296074886174e-18,0.0176085424965766
99,6.641153351263005e-15,2.2740027008552306e-13,6.662027224999392e-16,2.434998476985489e-13,0.02240134988806339,2.162153737599217e-14,0.02240134988806339
100,0.003674123982584739,1.1620798841892756e-23,3.303892471583905e-09,1.1674171665598992e-23,0.018113868544230437,5.911862923011405e-11,0.018113868544230437
101,2.241063735249422e-10,2.4848107315431197e-07,5.957982307631921e-21,2.484871098071826e-07,0.030157649836654355,7.065741151107222e-18,0.030157649836654355
102,7.360904044486239e-15,2.1239185513674627e-13,7.871698171634482e-16,2.2875900943286433e-13,0.01910728592799126,2.3870318283333432e-14,0.019107285927991262
103,0.0019947507293307104,4.87474680584018e-07,9.311403766529464e-30,1.4926050862351329e-06,0.015436380079777517,6.721359564098708e-21,0.015436380079805644
104,0.004519804434939921,4.473374478440533e-15,5.538678278864462e-13,4.4736317955489105e-15,0.0004746615146398806,1.8545483959726686e-13,0.0004746615146398806
106,6.170006508296988e-15,3.180601477340587e-13,6.602833234415761e-16,3.3844549820527845e-13,0.00807790957772019,1.9343736596678027e-14,0.008077909577720194
107,8.484513395520093e-15,0.008310572453242657,1.4003976538551538e-14,0.00831057245324266,3.0712133273245606e-13,8.273796452144468e-16,3.1890254732982124e-13
109,8.65140875024231e-15,2.0730369113650364e-13,8.251441346992534e-16,2.217292752377375e-13,0.0075614758136098035,2.2267610254603586e-14,0.007561475813609806
110,6.373098723480534e-15,4.055153551388938e-13,9.351706854886881e-16,4.1829211144362976e-13,0.009145619371737782,8.18452995717861e-15,0.009145619371737785
111,0.0061583402808993845,4.931358603347793e-12,6.835418506462502e-16,4.932046619979854e-12,0.043820211114716005,1.2773703657838238e-17,0.043820211114716005
112,8.368834472413671e-15,2.029867156431336e-13,1.4039556669774276e-15,2.1824955326993361e-13,0.0023865243676882628,1.993643450448949e-14,0.002386524367688267
114,7.180245106492903e-15,2.2852630733944854e-13,8.123935114344582e-16,2.455675259741672e-13,0.01398152550006392,2.3343658297979146e-14,0.013981525500063922
115,0.005782858715641489,6.95490895068082e-22,1.4455193533135822e-24,1.7926953798691952e-17,0.028117553129619735,1.7075613933103242e-25,0.02811755313508725
116,0.00035234569090944267,1.6449537850842205e-18,1.4550029043843887e-12,1.646089457296067e-18,0.023484535832356317,2.3208945464803465e-12,0.023484535832356317
117,0.0045715717401896335,0.00013611030251101184,4.574844304668677e-15,0.00013611030251101184,1.8847506394102683e-10,7.381543912157355e-10,1.8847531567274774e-10
118,0.0013404475573359392,0.013180832223881807,3.2378091951238227e-12,0.013180832225848847,5.365692548930476e-07,3.204418102518811e-37,5.365692548930476e-07
119,0.003030988055794859,0.022333680242207946,3.1689297643613275e-19,0.02233368024220829,3.128636798375448e-18,1.5679055778706253e-19,3.402371637534634e-13
120,8.972906777268202e-15,0.0036393608535140267,1.7679784649435746e-14,0.0036393608535140298,2.9309907259977506e-13,9.376271093318785e-16,3.149962790354888e-13
121,7.628270522569388e-15,1.821760559799976e-13,8.798947826261439e-16,1.98841833072986e-13,0.010254185419131173,2.30783492082179e-14,0.010254185419131177
122,0.0007944502108243231,2.5598049848096404e-17,2.14441873657228e-17,2.9731668224332706e-17,0.010020419672707594,2.1293793583843775e-17,0.010020419672806233
123,0.0031986647689858996,2.804044635194835e-12,1.7994075257956836e-15,2.9090001607131933e-12,0.00027415472524978517,3.911557907136294e-17,0.00027415472524978517
124,8.53424069285437e-15,2.5475259442530223e-13,1.3152707111559432e-15,2.6676577911411093e-13,0.007328099197204577,1.4195779310375187e-14,0.00732809919720458
125,7.854933040141234e-15,2.780813687027933e-13,8.770768542394563e-16,2.9690394004221267e-13,0.009357202524696328,2.2754976991912135e-14,0.00935720252469633
127,9.482657719894762e-15,2.708095689660501e-13,1.131028676394702e-15,2.7081265850392737e-13,0.0033912193865111126,1.5607474797304875e-14,0.0033912193865297748
128,0.006193259349673501,0.02461286159570517,1.5069671997757175e-11,0.02461286159570517,2.5704474576495897e-09,2.8371608092684184e-33,6.733588023984018e-06
129,7.69187848279135e-15,2.4217327345225323e-13,8.213390632059637e-16,2.5964930266079457e-13,0.010567676909605993,2.2275842981445412e-14,0.010567676909605994
130,7.638994523578862e-15,1.3268804389235765e-06,5.4399625335958435e-19,1.326885486537551e-06,0.03059204052105575,2.545681166301417e-16,0.03059204052105575
131,0.0016371135300575893,5.682448428467677e-12,9.879364446272262e-21,4.7679840538223414e-11,0.0005892989185139491,6.906868787431525e-20,0.0005892989185139491
132,6.940935993682935e-15,0.012051647644717625,2.403950518869423e-14,0.012051647644717627,2.478396586390724e-13,8.18959561934606e-16,2.645886109807786e-13
133,0.000738719283450375,3.1266135964039253e-10,1.0388343596483043e-22,3.126613596403927e-10,0.01744919025920934,2.7377699302023064e-19,0.017449190277137924
134,0.005817060820965366,2.7795807836022855e-07,1.1485302250294134e-25,0.14492721683731308,0.026654776851672547,1.118483482687265e-15,0.026654776851672547
135,0.004555319727338079,0.01951462736267497,1.7370033119806476e-12,0.019514627362674973,5.451928933551409e-07,9.92706663108008e-38,5.451928986293376e-07
136,7.340004675367592e-15,2.2246101960207055e-13,7.833370000145878e-16,2.3944662451707316e-13,0.017047533255598702,2.3176626869791332e-14,0.017047533255598706
138,6.919355051678057e-15,4.093650958428773e-07,1.4026867002662282e-19,4.461981743967513e-07,0.02430249336771655,1.8597144275824083e-17,0.02430249336771655
139,9.180149981248617e-15,0.005844722783293078,1.845760304990809e-14,0.0058447227832930815,2.307265410760131e-13,9.31833997934337e-16,2.433102609883104e-13
140,8.91478271768509e-15,2.541549207696955e-13,8.218331089229605e-16,2.7142541183488273e-13,0.007203136304503845,2.078095095912432e-14,0.007203136304503847
141,8.968780168543915e-15,2.5930760188896483e-13,7.452791792420106e-16,2.7847032082529176e-13,0.007587910157730454,1.879257363163446e-14,0.007587910157730457
142,1.1466911719759717e-14,0.0004278745385809772,3.0659704336388145e-14,0.00042787453858098766,1.39782687705717e-13,1.9148471627605656e-15,1.5585025697786914e-13
143,7.390015138784742e-15,2.2746461418470287e-13,8.824533038556184e-16,2.438052144920777e-13,0.009419055071801085,2.3784898566785755e-14,0.009419055071801088
144,1.3959590100758631e-14,0.00032915519927695066,3.6704576212947385e-14,0.00032915519927696307,1.058988783491924e-13,2.3421741604817416e-15,1.16723262342276e-13
145,1.2160744402271563e-14,0.0157992638365502,8.178913343481228e-13,0.0157992638365502,2.616793592430226e-06,9.209258491113591e-23,2.616793592431736e-06
146,0.005885843817132774,9.376122345518517e-35,1.276721219253272e-11,4.101131775277161e-11,0.026295418891280713,9.763772431684658e-17,0.03407609483685558
148,0.006692168890074904,0.021751830810079822,6.029247248949738e-10,0.021751830810080284,1.2841900077255003e-11,7.34869239302836e-38,1.2923884284256102e-11
149,0.007645146533948346,1.1532192605416442e-07,2.221881166020857e-26,0.10329956306913621,0.02151536823085641,2.6898591325351675e-22,0.02151536823085641
150,0.0011359762990908863,1.4173730172229442e-15,5.163799071953678e-24,1.417373018786757e-15,0.010409666843976654,6.986061193003715e-21,0.01040966684463187
151,0.004018640680394862,2.6158453661680747e-19,6.996031697658788e-20,1.0825667763003124e-16,0.01731278984385932,2.0606040951096318e-19,0.01731278984385932
152,1.2604181942738702e-14,1.5541291752706396e-13,2.1340492354070137e-15,1.6952727767780506e-13,0.00039180536888216386,2.4505562373436136e-14,0.00039180536888217373
153,4.795705425652522e-10,9.741815498519262e-06,5.120099674768432e-21,7.141543436862536e-05,0.040883112222025786,9.648760794849514e-19,0.040883112222025786
155,0.00045339549098594,5.517642263350779e-15,1.8128034536454262e-12,5.520835900849624e-15,0.0009171370595456771,4.0061380298488025e-13,0.0009171370595456771
156,1.6921044103336156e-14,1.324459484967767e-13,2.22116433599522e-15,1.4754198323807814e-13,0.00030868628870196963,2.6621841566876836e-14,0.0003086862887019778
157,1.010481939998565e-14,0.008488913860069546,1.9950030533618286e-14,0.008488913860069548,2.860612977743461e-13,7.862717855595512e-16,3.038227532261762e-13
158,1.1700686862981092e-14,2.1738841379125785e-13,1.4298053170301214e-15,2.350621371064413e-13,0.0007901415310222204,1.8212393468685936e-14,0.0007901415310222276
159,0.0003564388099466682,4.456749257387363e-19,5.551026235153129e-21,4.456749258327444e-19,0.011389562471494351,3.1245873725157275e-20,0.012274521424380288
160,8.760900020225038e-17,4.2288729667408797e-07,1.2268902396261631e-17,4.2288740142288056e-07,0.01946136619059398,1.1471428315138783e-14,0.01946136619059398
161,0.004567278075487207,0.01981222990971656,1.9741992500533693e-18,0.01981222990971656,5.592324007379375e-07,1.2946233186031547e-23,5.93922855199598e-07
162,0.0011750520308008243,3.4029013109682415e-14,5.196278050832094e-20,3.2694075239427206e-08,0.013341194135308527,1.7129204591578706e-18,0.013341194135308527
163,8.151908907761516e-15,0.011201215470614414,2.6360513445362257e-14,0.011201215470614416,1.8676861359571826e-13,8.934550351001031e-16,1.9990314735813114e-13
164,0.0035231469038343663,3.964661343819007e-11,1.6648719002807668e-13,3.964674561466462e-11,0.00034176540495283315,2.612307525834606e-16,0.00034176540495283315
165,0.00241971632814489,1.6287793750119123e-16,1.087983137323291e-11,1.6287860130857854e-16,0.0005641387798859288,1.1176738098873339e-14,0.0005641387798859288
166,0.0002396977100525581,1.849504576708906e-18,1.2712981821309637e-17,2.3704049407258635e-09,0.015586858263890948,5.110281415742991e-21,0.015586858524504104
167,0.005448110364031599,2.4990383363210853e-14,1.693198871230344e-23,1.1521862416969446e-11,0.018184074063743963,1.1775361480510499e-20,0.018184074063743963
168,0.0024978657328238512,0.01771611684434061,2.920799776331916e-20,0.019740548780002552,6.619351053188167e-48,3.8165588787279533e-13,0.0028363530604586704
169,6.809670149998758e-15,2.249834455383005e-13,8.105637922625422e-16,2.4169735646944344e-13,0.01630696195995166,2.4136757855451894e-14,0.016306961959951665
171,0.0057955391543977,1.3338876051687735e-15,1.3776738334224307e-14,1.334022465683296e-15,0.024429060763505407,5.331243368755275e-24,0.024429060763505407
172,7.388590519274212e-15,2.4210203281687447e-13,8.727777489597809e-16,2.421048342995341e-13,0.008441691737152946,2.2620130422839733e-14,0.00844169173716956
173,0.00441269002010735,1.0188445749598199e-19,1.338939410199421e-24,1.0188450987000194e-19,0.01195985339810849,2.06043057526998e-09,0.01195985339810849
174,8.213432005299326e-15,2.1933853590610272e-13,1.4425244117081134e-15,2.3143594828810283e-13,0.005584667073323475,1.7605517880939343e-14,0.005584667073323479
175,8.620027252781312e-15,0.0056990973815020255,1.5805841713510318e-14,0.005699097381502029,3.0078299651766673e-13,1.0032060448337607e-15,3.169327107675973e-13
176,1.296815245782303e-14,1.389192522453254e-13,1.7589302941536484e-15,1.5482092603772342e-13,0.0004351411140388535,2.680741385911475e-14,0.0004351411140388632
177,6.807016016620711e-15,2.591344386843564e-13,8.812461052542232e-16,2.7702006911308887e-13,0.011140946104298569,2.4762854726500688e-14,0.01114094610429857
178,0.006149349781042538,1.3507856474344036e-11,1.9977201580421214e-15,1.3644809247363105e-11,0.0001515358054680548,7.451839101495424e-18,0.0001515358054680548
180,6.9998363436412364e-15,2.1998892902438783e-13,8.00586652392339e-16,2.3652464376581457e-13,0.01664649320935844,2.447105587867747e-14,0.016646493209358442
181,0.001756670357869953,4.980313589752444e-19,1.5289217586123178e-18,4.980429114916734e-19,0.013862166225437208,7.438662215334447e-15,0.01386216622547348
182,8.241306003307102e-15,2.8740143200648624e-13,1.2807588046446658e-15,3.010364867243146e-13,0.007983548759711964,1.3245159576636942e-14,0.007983548759711967
183,6.373176170627552e-15,2.5945422377373744e-13,8.426338365553224e-16,2.7826268813539336e-13,0.015315963502037209,2.497386770383261e-14,0.01531596350203721
184,0.0018940270476018987,5.954895042106068e-14,7.971516311014742e-23,6.632598898725503e-14,0.01421251436984618,1.017112204212197e-19,0.01421251436984618
185,0.006909014274803944,0.0002910158536059388,2.829677270218898e-10,0.0002910158536059388,2.052148801264303e-15,1.4569861006468767e-11,2.0521595155455284e-15
186,7.844490140460028e-15,2.0683214238343446e-13,7.104418650617276e-16,2.3069335259349896e-13,0.013822600465944126,1.9284719389544933e-14,0.013822600465944128
187,7.50149806753296e-15,0.00962715812921581,2.5023514613806996e-14,0.009627158129215812,2.87463542644651e-13,8.8387910559004e-16,3.057595591708918e-13
188,7.317613801522061e-15,3.244163483440286e-13,1.3010037737772026e-15,3.4278761441493517e-13,0.006475067654653958,1.3182643255850927e-14,0.006475067654653961
189,9.462560639805238e-15,3.2297930233320767e-13,7.927762189190977e-16,3.40034977128896e-13,0.007644625893719135,1.9988990470731623e-14,0.007644625893719137
190,0.004360943835728655,5.106805622141189e-13,5.365303166933296e-17,5.106805622141189e-13,0.00028082718055276625,8.813090017741115e-18,0.00028082718158290565
192,0.0006252302910303048,1.3725875041131865e-14,7.811597565388942e-16,1.3725875041131865e-14,0.014814480297936104,6.845494516894875e-13,0.015065923099059225
193,8.667545836797436e-15,2.6719386749004177e-13,8.191415828873678e-16,2.845388533039433e-13,0.008224886590212397,2.1502053079020272e-14,0.008224886590212399
194,0.0007837526660129475,1.5945486487765248e-16,4.634668800045905e-24,1.5945486487765248e-16,0.008089999525148491,2.6690612376210702e-18,0.010598924608741218
195,7.226369458265661e-15,0.009739341323046128,2.2642877394077016e-14,0.00973934132304613,2.4505671699507776e-13,8.266538076432546e-16,2.6335825448072237e-13
196,8.8732657222169e-15,2.6271424910260994e-13,8.111879124266529e-16,2.797542425661317e-13,0.006851733418236906,2.0501736131072475e-14,0.006851733418236908
197,0.000691476579234013,1.5793448116807686e-13,1.6142255701126062e-09,1.5793455723493073e-13,0.0003345345735346656,4.3913422548034155e-15,0.0003345345735346656
199,0.0019864759228389317,1.2019726544019615e-12,1.769017686982942e-22,7.118744355381214e-09,0.025543826780955042,1.2018695483644222e-19,0.025543826780955042
200,0.013602276389217639,0.02058733668833698,1.321468683505849e-09,0.032248301368998186,1.6352525474741536e-17,2.8823480365602923e-36,1.635252547474176e-17
201,0.0058146498859031085,4.094817281558586e-12,3.1627750227622145e-24,4.108183532938475e-12,0.021383248603419405,2.354070484068532e-20,0.021383248603419405
202,0.005557489252714802,5.837507297724856e-16,2.1161212266011485e-07,0.006183162057881297,0.0002861376791023914,6.855539783958367e-49,0.0002861376791023914
203,6.3096091023170925e-15,0.010455672817108084,2.0171862277232247e-14,0.010455672817108087,2.292517544006435e-13,7.420401117286417e-16,2.4843473737513353e-13
204,1.1544310919173704e-14,0.000552818067827198,2.2010985030592375e-14,0.0005528180678272064,1.7816921387521085e-13,1.8936894769507523e-15,1.941644043783519e-13
206,0.005817651496850606,0.02132654801491373,5.71761588984575e-16,0.02132654801818599,2.0602745293980275e-08,2.298326769183126e-17,2.0602745776504233e-08
